customer_id,loan_id,riesgo_score,tasa_interes_dinamica
5898,1852,0.9997,0.49988
7370,1853,2.00E-04,0.10008
4409,1854,0.0147,0.10588
7386,1855,0.0019,0.10076
7384,1856,2.00E-04,0.10008
7380,1857,2.00E-04,0.10008
7368,1858,2.00E-04,0.10008
7378,1859,2.00E-04,0.10008
5425,1860,0.0033,0.10132
7371,1861,2.00E-04,0.10008
7377,1862,2.00E-04,0.10008
2723,1863,0.9994,0.49976
1312,1864,4.00E-04,0.10016
1120,1865,2.00E-04,0.10008
6650,1866,2.00E-04,0.10008
5807,1867,3.00E-04,0.10012
7433,1868,0.9992,0.49968
5897,1869,4.00E-04,0.10016
7431,1870,0.9992,0.49968
4505,1871,2.00E-04,0.10008
6646,1872,2.00E-04,0.10008
990,1873,0.1242,0.14968
3995,1874,0.6049,0.34196
7319,1875,2.00E-04,0.10008
7402,1876,2.00E-04,0.10008
7426,1877,2.00E-04,0.10008
3489,1878,3.00E-04,0.10012
5242,1879,2.00E-04,0.10008
5187,1880,0.0013,0.10052
3109,1881,0.9992,0.49968
2157,1882,3.00E-04,0.10012
4967,1883,2.00E-04,0.10008
7130,1884,2.00E-04,0.10008
4816,1885,3.00E-04,0.10012
4811,1886,2.00E-04,0.10008
6942,1887,3.00E-04,0.10012
4754,1888,3.00E-04,0.10012
4364,1889,3.00E-04,0.10012
5658,1890,3.00E-04,0.10012
6133,1891,4.00E-04,0.10016
7418,1892,0.9992,0.49968
4379,1893,0.9223,0.46892
7408,1894,2.00E-04,0.10008
7410,1895,2.00E-04,0.10008
7414,1896,0.0019,0.10076
7411,1897,2.00E-04,0.10008
7412,1898,0.9992,0.49968
1392,1899,0.9993,0.49972
7413,1900,0.9992,0.49968
4611,1901,0.0044,0.10176
6540,1902,4.00E-04,0.10016
3989,1903,4.00E-04,0.10016
1987,1904,2.00E-04,0.10008
6448,1905,2.00E-04,0.10008
7468,1906,0.9992,0.49968
6478,1907,2.00E-04,0.10008
7473,1908,2.00E-04,0.10008
2006,1909,0.9994,0.49976
5990,1910,2.00E-04,0.10008
1192,1911,0.9995,0.4998
1201,1912,0.0384,0.11536
4609,1913,3.00E-04,0.10012
7472,1914,2.00E-04,0.10008
1916,1915,4.00E-04,0.10016
762,1916,2.00E-04,0.10008
7464,1917,0.8373,0.43492
4828,1918,3.00E-04,0.10012
5426,1919,0.0023,0.10092
5670,1920,0.1353,0.15412
3591,1921,0.5435,0.3174
7467,1922,2.00E-04,0.10008
3564,1923,3.00E-04,0.10012
7436,1924,5.00E-04,0.1002
4917,1925,5.00E-04,0.1002
5795,1926,2.00E-04,0.10008
3890,1927,0.0827,0.13308
7439,1928,2.00E-04,0.10008
4211,1929,2.00E-04,0.10008
4048,1930,4.00E-04,0.10016
3308,1931,3.00E-04,0.10012
7447,1932,2.00E-04,0.10008
7449,1933,0.0019,0.10076
1698,1934,2.00E-04,0.10008
7452,1935,2.00E-04,0.10008
2812,1936,6.00E-04,0.10024
6673,1937,3.00E-04,0.10012
7457,1938,2.00E-04,0.10008
7463,1939,0.9992,0.49968
7445,1940,2.00E-04,0.10008
7530,1941,2.00E-04,0.10008
7526,1942,2.00E-04,0.10008
7521,1943,2.00E-04,0.10008
6775,1944,3.00E-04,0.10012
7513,1945,0.0461,0.11844
6807,1946,0.9996,0.49984
7507,1947,2.00E-04,0.10008
6785,1948,2.00E-04,0.10008
7506,1949,0.9992,0.49968
7502,1950,2.00E-04,0.10008
880,1951,3.00E-04,0.10012
7500,1952,2.00E-04,0.10008
7495,1953,2.00E-04,0.10008
7489,1954,2.00E-04,0.10008
7486,1955,2.00E-04,0.10008
4036,1956,3.00E-04,0.10012
7515,1957,2.00E-04,0.10008
4582,1958,3.00E-04,0.10012
7527,1959,2.00E-04,0.10008
4789,1960,2.00E-04,0.10008
6023,1961,4.00E-04,0.10016
6089,1962,2.00E-04,0.10008
2279,1963,0.0987,0.13948
311,1964,0.0012,0.10048
3581,1965,2.00E-04,0.10008
1626,1966,0.9996,0.49984
5300,1967,0.002,0.1008
1388,1968,3.00E-04,0.10012
3709,1969,3.00E-04,0.10012
5950,1970,3.00E-04,0.10012
6130,1971,2.00E-04,0.10008
1482,1972,0.003,0.1012
2308,1973,3.00E-04,0.10012
1472,1974,0.9995,0.4998
6154,1975,2.00E-04,0.10008
6621,1976,0.9765,0.4906
5664,1977,5.00E-04,0.1002
5962,1978,4.00E-04,0.10016
1850,1979,0.0031,0.10124
6936,1980,2.00E-04,0.10008
964,1981,2.00E-04,0.10008
5538,1982,0.369,0.2476
5515,1983,3.00E-04,0.10012
7123,1984,0.9996,0.49984
7203,1985,0.0646,0.12584
7213,1986,0.999,0.4996
307,1987,4.00E-04,0.10016
2802,1988,3.00E-04,0.10012
5052,1989,0.9993,0.49972
6929,1990,0.9581,0.48324
4644,1991,0.002,0.1008
7570,1992,2.00E-04,0.10008
7547,1993,2.00E-04,0.10008
7565,1994,0.9992,0.49968
7550,1995,0.0574,0.12296
7523,1996,3.00E-04,0.10012
7555,1997,2.00E-04,0.10008
2250,1998,2.00E-04,0.10008
7557,1999,0.9992,0.49968
1092,2000,3.00E-04,0.10012
1008,2001,2.00E-04,0.10008
7553,2002,0.9353,0.47412
7558,2003,0.0019,0.10076
7560,2004,0.2264,0.19056
7561,2005,2.00E-04,0.10008
7568,2006,2.00E-04,0.10008
7533,2007,0.9992,0.49968
7543,2008,2.00E-04,0.10008
7552,2009,2.00E-04,0.10008
7539,2010,0.0019,0.10076
7563,2011,2.00E-04,0.10008
7581,2012,0.9992,0.49968
5306,2013,3.00E-04,0.10012
3992,2014,3.00E-04,0.10012
2863,2015,0.9251,0.47004
5122,2016,4.00E-04,0.10016
6225,2017,2.00E-04,0.10008
7593,2018,2.00E-04,0.10008
774,2019,2.00E-04,0.10008
4589,2020,3.00E-04,0.10012
5170,2021,4.00E-04,0.10016
7592,2022,0.0012,0.10048
5207,2023,3.00E-04,0.10012
7591,2024,2.00E-04,0.10008
5662,2025,2.00E-04,0.10008
7587,2026,2.00E-04,0.10008
7586,2027,2.00E-04,0.10008
1014,2028,3.00E-04,0.10012
2351,2029,2.00E-04,0.10008
7596,2030,0.9992,0.49968
4150,2031,3.00E-04,0.10012
6,2032,0.8914,0.45656
2852,2033,2.00E-04,0.10008
7582,2034,2.00E-04,0.10008
7597,2035,0.0019,0.10076
7598,2036,0.9353,0.47412
3909,2037,3.00E-04,0.10012
7599,2038,2.00E-04,0.10008
7562,2039,0.9993,0.49972
7576,2040,2.00E-04,0.10008
6938,2041,0.2264,0.19056
2368,2042,2.00E-04,0.10008
1927,2043,2.00E-04,0.10008
5462,2044,0.9863,0.49452
7071,2045,3.00E-04,0.10012
318,2046,2.00E-04,0.10008
4250,2047,1.00E-04,0.10004
7073,2048,0.749,0.3996
5305,2049,0.002,0.1008
6348,2050,4.00E-04,0.10016
7279,2051,0.9996,0.49984
6941,2052,0.2178,0.18712
1849,2053,0.9998,0.49992
1830,2054,0.999,0.4996
1970,2055,0.9994,0.49976
7625,2056,2.00E-04,0.10008
1028,2057,2.00E-04,0.10008
7609,2058,0.9992,0.49968
7605,2059,2.00E-04,0.10008
7613,2060,2.00E-04,0.10008
7619,2061,2.00E-04,0.10008
7622,2062,2.00E-04,0.10008
7624,2063,2.00E-04,0.10008
5279,2064,2.00E-04,0.10008
7626,2065,2.00E-04,0.10008
7627,2066,2.00E-04,0.10008
7631,2067,2.00E-04,0.10008
7608,2068,2.00E-04,0.10008
7632,2069,2.00E-04,0.10008
7633,2070,2.00E-04,0.10008
7634,2071,2.00E-04,0.10008
7635,2072,0.2026,0.18104
7639,2073,2.00E-04,0.10008
2878,2074,3.00E-04,0.10012
3023,2075,2.00E-04,0.10008
5755,2076,0.0026,0.10104
1697,2077,4.00E-04,0.10016
7600,2078,2.00E-04,0.10008
6034,2079,2.00E-04,0.10008
4003,2080,3.00E-04,0.10012
7606,2081,2.00E-04,0.10008
2363,2082,2.00E-04,0.10008
3454,2083,4.00E-04,0.10016
7687,2084,2.00E-04,0.10008
7261,2085,3.00E-04,0.10012
157,2086,2.00E-04,0.10008
3347,2087,0.932,0.4728
1655,2088,2.00E-04,0.10008
7132,2089,3.00E-04,0.10012
3048,2090,3.00E-04,0.10012
6080,2091,3.00E-04,0.10012
7684,2092,2.00E-04,0.10008
7669,2093,2.00E-04,0.10008
7668,2094,0.0574,0.12296
7667,2095,0.0019,0.10076
7665,2096,2.00E-04,0.10008
7659,2097,2.00E-04,0.10008
7658,2098,0.9992,0.49968
4416,2099,3.00E-04,0.10012
7656,2100,2.00E-04,0.10008
7653,2101,2.00E-04,0.10008
7651,2102,0.9353,0.47412
7650,2103,2.00E-04,0.10008
7649,2104,2.00E-04,0.10008
7648,2105,2.00E-04,0.10008
7645,2106,2.00E-04,0.10008
889,2107,2.00E-04,0.10008
7640,2108,0.9996,0.49984
6672,2109,0.8567,0.44268
6047,2110,2.00E-04,0.10008
4618,2111,0.9996,0.49984
7672,2112,2.00E-04,0.10008
4084,2113,3.00E-04,0.10012
3712,2114,4.00E-04,0.10016
4371,2115,4.00E-04,0.10016
4312,2116,0.9996,0.49984
7680,2117,0.9353,0.47412
7679,2118,0.9992,0.49968
7677,2119,0.9992,0.49968
1421,2120,0.9994,0.49976
7673,2121,2.00E-04,0.10008
7676,2122,0.9992,0.49968
7666,2123,0.0086,0.10344
7675,2124,2.00E-04,0.10008
3730,2125,0.9992,0.49968
331,2126,0.8844,0.45376
7722,2127,2.00E-04,0.10008
7603,2128,3.00E-04,0.10012
500,2129,2.00E-04,0.10008
7720,2130,0.0533,0.12132
7693,2131,2.00E-04,0.10008
7685,2132,4.00E-04,0.10016
7399,2133,0.0574,0.12296
2993,2134,5.00E-04,0.1002
3008,2135,0.9992,0.49968
7698,2136,2.00E-04,0.10008
7706,2137,0.0086,0.10344
2185,2138,4.00E-04,0.10016
7718,2139,0.9992,0.49968
188,2140,1.00E-04,0.10004
2517,2141,4.00E-04,0.10016
7715,2142,2.00E-04,0.10008
7709,2143,2.00E-04,0.10008
243,2144,5.00E-04,0.1002
7714,2145,0.0019,0.10076
7708,2146,2.00E-04,0.10008
1748,2147,2.00E-04,0.10008
772,2148,4.00E-04,0.10016
4856,2149,3.00E-04,0.10012
6754,2150,2.00E-04,0.10008
7163,2151,0.3601,0.24404
4989,2152,0.3057,0.22228
4795,2153,0.0035,0.1014
1206,2154,2.00E-04,0.10008
1771,2155,0.9995,0.4998
1563,2156,2.00E-04,0.10008
4313,2157,2.00E-04,0.10008
4599,2158,2.00E-04,0.10008
4588,2159,6.00E-04,0.10024
4849,2160,4.00E-04,0.10016
6516,2161,4.00E-04,0.10016
5446,2162,2.00E-04,0.10008
5208,2163,3.00E-04,0.10012
5739,2164,3.00E-04,0.10012
1627,2165,2.00E-04,0.10008
4432,2166,1.00E-04,0.10004
3661,2167,2.00E-04,0.10008
3926,2168,3.00E-04,0.10012
1228,2169,3.00E-04,0.10012
253,2170,0.9998,0.49992
6054,2171,2.00E-04,0.10008
4451,2172,2.00E-04,0.10008
7731,2173,2.00E-04,0.10008
1940,2174,0.9994,0.49976
7733,2175,0.9992,0.49968
6890,2176,2.00E-04,0.10008
4603,2177,0.9993,0.49972
7734,2178,0.9992,0.49968
4459,2179,0.0029,0.10116
4890,2180,3.00E-04,0.10012
7736,2181,3.00E-04,0.10012
7738,2182,0.9992,0.49968
7741,2183,2.00E-04,0.10008
7742,2184,2.00E-04,0.10008
7743,2185,3.00E-04,0.10012
7726,2186,2.00E-04,0.10008
2477,2187,3.00E-04,0.10012
6191,2188,2.00E-04,0.10008
7691,2189,0.9996,0.49984
2161,2190,0.0025,0.101
2979,2191,0.9646,0.48584
5871,2192,3.00E-04,0.10012
2656,2193,2.00E-04,0.10008
3059,2194,2.00E-04,0.10008
4120,2195,0.9995,0.4998
7156,2196,0.9996,0.49984
7532,2197,0.0019,0.10076
7637,2198,2.00E-04,0.10008
7142,2199,2.00E-04,0.10008
4685,2200,0.002,0.1008
7536,2201,2.00E-04,0.10008
5096,2202,4.00E-04,0.10016
6440,2203,2.00E-04,0.10008
5200,2204,0.0025,0.101
2152,2205,6.00E-04,0.10024
5073,2206,2.00E-04,0.10008
6375,2207,3.00E-04,0.10012
6395,2208,2.00E-04,0.10008
7541,2209,0.0025,0.101
7505,2210,0.9993,0.49972
7757,2211,0.0029,0.10116
7504,2212,3.00E-04,0.10012
7750,2213,2.00E-04,0.10008
7759,2214,2.00E-04,0.10008
7763,2215,0.0533,0.12132
7749,2216,2.00E-04,0.10008
7774,2217,2.00E-04,0.10008
7764,2218,2.00E-04,0.10008
2433,2219,2.00E-04,0.10008
7752,2220,2.00E-04,0.10008
7768,2221,0.9992,0.49968
7769,2222,2.00E-04,0.10008
7544,2223,0.8351,0.43404
7755,2224,2.00E-04,0.10008
3982,2225,3.00E-04,0.10012
7754,2226,2.00E-04,0.10008
7753,2227,2.00E-04,0.10008
7751,2228,0.9992,0.49968
7775,2229,0.0019,0.10076
7756,2230,2.00E-04,0.10008
2012,2231,2.00E-04,0.10008
4141,2232,0.9993,0.49972
5098,2233,0.0039,0.10156
2649,2234,4.00E-04,0.10016
1785,2235,4.00E-04,0.10016
5530,2236,3.00E-04,0.10012
1249,2237,0.5478,0.31912
5456,2238,2.00E-04,0.10008
7610,2239,3.00E-04,0.10012
3252,2240,3.00E-04,0.10012
4068,2241,0.9992,0.49968
7476,2242,2.00E-04,0.10008
6583,2243,6.00E-04,0.10024
915,2244,0.0016,0.10064
6603,2245,0.9998,0.49992
2402,2246,2.00E-04,0.10008
5717,2247,3.00E-04,0.10012
5708,2248,0.9997,0.49988
1380,2249,0.9549,0.48196
1455,2250,0.0032,0.10128
5402,2251,3.00E-04,0.10012
1257,2252,2.00E-04,0.10008
5913,2253,0.9996,0.49984
5294,2254,4.00E-04,0.10016
1185,2255,2.00E-04,0.10008
3789,2256,5.00E-04,0.1002
3689,2257,3.00E-04,0.10012
5314,2258,4.00E-04,0.10016
7782,2259,2.00E-04,0.10008
4515,2260,0.0029,0.10116
3089,2261,5.00E-04,0.1002
126,2262,1.00E-04,0.10004
111,2263,1.00E-04,0.10004
3043,2264,2.00E-04,0.10008
7804,2265,2.00E-04,0.10008
4453,2266,3.00E-04,0.10012
7800,2267,0.9992,0.49968
7799,2268,0.9992,0.49968
6637,2269,5.00E-04,0.1002
926,2270,4.00E-04,0.10016
7796,2271,2.00E-04,0.10008
5131,2272,4.00E-04,0.10016
7801,2273,2.00E-04,0.10008
278,2274,1.00E-04,0.10004
1003,2275,2.00E-04,0.10008
7790,2276,2.00E-04,0.10008
2813,2277,2.00E-04,0.10008
40,2278,2.00E-04,0.10008
7779,2279,2.00E-04,0.10008
6500,2280,2.00E-04,0.10008
7783,2281,2.00E-04,0.10008
7785,2282,2.00E-04,0.10008
2921,2283,2.00E-04,0.10008
7788,2284,2.00E-04,0.10008
7789,2285,2.00E-04,0.10008
7835,2286,0.9992,0.49968
7840,2287,2.00E-04,0.10008
7841,2288,2.00E-04,0.10008
7843,2289,2.00E-04,0.10008
3190,2290,3.00E-04,0.10012
5507,2291,3.00E-04,0.10012
3139,2292,0.9993,0.49972
2555,2293,3.00E-04,0.10012
7834,2294,0.0533,0.12132
2769,2295,2.00E-04,0.10008
1415,2296,2.00E-04,0.10008
1701,2297,3.00E-04,0.10012
4788,2298,0.002,0.1008
3672,2299,5.00E-04,0.1002
7828,2300,0.9992,0.49968
7811,2301,0.0805,0.1322
7824,2302,0.9992,0.49968
308,2303,1.00E-04,0.10004
7772,2304,0.9998,0.49992
4733,2305,0.9993,0.49972
3457,2306,0.9994,0.49976
7793,2307,0.9995,0.4998
7803,2308,2.00E-04,0.10008
7732,2309,0.9994,0.49976
3626,2310,0.9991,0.49964
7805,2311,4.00E-04,0.10016
7807,2312,2.00E-04,0.10008
7808,2313,2.00E-04,0.10008
7810,2314,0.0019,0.10076
3648,2315,4.00E-04,0.10016
5319,2316,0.9994,0.49976
7771,2317,0.0761,0.13044
7813,2318,2.00E-04,0.10008
7814,2319,2.00E-04,0.10008
7815,2320,0.0019,0.10076
348,2321,2.00E-04,0.10008
7817,2322,2.00E-04,0.10008
7820,2323,2.00E-04,0.10008
7827,2324,0.0029,0.10116
5756,2325,2.00E-04,0.10008
4176,2326,2.00E-04,0.10008
1315,2327,0.9994,0.49976
4080,2328,2.00E-04,0.10008
815,2329,2.00E-04,0.10008
6647,2330,0.9998,0.49992
7481,2331,0.9992,0.49968
4659,2332,3.00E-04,0.10012
7013,2333,5.00E-04,0.1002
695,2334,7.00E-04,0.10028
656,2335,2.00E-04,0.10008
7066,2336,0.9996,0.49984
1135,2337,0.9998,0.49992
4136,2338,3.00E-04,0.10012
7638,2339,0.29,0.216
4203,2340,0.9165,0.4666
4128,2341,0.0019,0.10076
7267,2342,2.00E-04,0.10008
7747,2343,0.8373,0.43492
249,2344,0.9997,0.49988
4066,2345,4.00E-04,0.10016
6692,2346,2.00E-04,0.10008
4008,2347,0.9996,0.49984
7590,2348,2.00E-04,0.10008
7740,2349,0.9995,0.4998
994,2350,0.0625,0.125
1049,2351,2.00E-04,0.10008
4560,2352,3.00E-04,0.10012
3428,2353,0.9503,0.48012
7844,2354,2.00E-04,0.10008
7855,2355,2.00E-04,0.10008
7849,2356,2.00E-04,0.10008
2672,2357,4.00E-04,0.10016
612,2358,2.00E-04,0.10008
5141,2359,2.00E-04,0.10008
3171,2360,6.00E-04,0.10024
1887,2361,2.00E-04,0.10008
7875,2362,2.00E-04,0.10008
7871,2363,2.00E-04,0.10008
7869,2364,2.00E-04,0.10008
7865,2365,0.2264,0.19056
7864,2366,2.00E-04,0.10008
7863,2367,2.00E-04,0.10008
7862,2368,2.00E-04,0.10008
7860,2369,0.9992,0.49968
7858,2370,2.00E-04,0.10008
7857,2371,2.00E-04,0.10008
1616,2372,2.00E-04,0.10008
7853,2373,2.00E-04,0.10008
7848,2374,2.00E-04,0.10008
7716,2375,0.9866,0.49464
2735,2376,0.0497,0.11988
7690,2377,0.29,0.216
1346,2378,0.2125,0.185
2321,2379,0.9996,0.49984
105,2380,3.00E-04,0.10012
4278,2381,0.0848,0.13392
4512,2382,0.0029,0.10116
5455,2383,2.00E-04,0.10008
7878,2384,2.00E-04,0.10008
4766,2385,3.00E-04,0.10012
7880,2386,2.00E-04,0.10008
7474,2387,0.9341,0.47364
6227,2388,3.00E-04,0.10012
7882,2389,2.00E-04,0.10008
1806,2390,0.0016,0.10064
7890,2391,2.00E-04,0.10008
7891,2392,2.00E-04,0.10008
6331,2393,2.00E-04,0.10008
7892,2394,2.00E-04,0.10008
7897,2395,0.0019,0.10076
2978,2396,5.00E-04,0.1002
7758,2397,2.00E-04,0.10008
3314,2398,0.9994,0.49976
7819,2399,2.00E-04,0.10008
7571,2400,1.00E-04,0.10004
6086,2401,3.00E-04,0.10012
6880,2402,0.0065,0.1026
7883,2403,2.00E-04,0.10008
7884,2404,2.00E-04,0.10008
973,2405,0.9997,0.49988
5579,2406,2.00E-04,0.10008
7888,2407,2.00E-04,0.10008
7889,2408,2.00E-04,0.10008
5696,2409,4.00E-04,0.10016
3316,2410,3.00E-04,0.10012
7898,2411,2.00E-04,0.10008
7158,2412,2.00E-04,0.10008
5012,2413,3.00E-04,0.10012
3343,2414,2.00E-04,0.10008
1688,2415,3.00E-04,0.10012
4253,2416,0.0019,0.10076
2669,2417,0.9996,0.49984
7657,2418,3.00E-04,0.10012
5237,2419,2.00E-04,0.10008
4493,2420,3.00E-04,0.10012
3734,2421,3.00E-04,0.10012
3022,2422,0.0036,0.10144
7773,2423,2.00E-04,0.10008
5146,2424,3.00E-04,0.10012
7908,2425,2.00E-04,0.10008
7903,2426,0.9992,0.49968
7831,2427,4.00E-04,0.10016
7430,2428,5.00E-04,0.1002
5095,2429,4.00E-04,0.10016
4199,2430,2.00E-04,0.10008
5324,2431,0.9995,0.4998
7124,2432,3.00E-04,0.10012
7901,2433,2.00E-04,0.10008
385,2434,4.00E-04,0.10016
7873,2435,2.00E-04,0.10008
3548,2436,2.00E-04,0.10008
7914,2437,2.00E-04,0.10008
7907,2438,2.00E-04,0.10008
6301,2439,0.9998,0.49992
7904,2440,2.00E-04,0.10008
1866,2441,2.00E-04,0.10008
4570,2442,0.0303,0.11212
7670,2443,2.00E-04,0.10008
1869,2444,0.9991,0.49964
6940,2445,0.1465,0.1586
6922,2446,4.00E-04,0.10016
7899,2447,2.00E-04,0.10008
7919,2448,2.00E-04,0.10008
7959,2449,0.9992,0.49968
7956,2450,2.00E-04,0.10008
7950,2451,2.00E-04,0.10008
7948,2452,2.00E-04,0.10008
7947,2453,2.00E-04,0.10008
7945,2454,2.00E-04,0.10008
7939,2455,0.0019,0.10076
7938,2456,2.00E-04,0.10008
1678,2457,0.8724,0.44896
5819,2458,3.00E-04,0.10012
7935,2459,2.00E-04,0.10008
7933,2460,2.00E-04,0.10008
7929,2461,2.00E-04,0.10008
7928,2462,2.00E-04,0.10008
7927,2463,2.00E-04,0.10008
7926,2464,2.00E-04,0.10008
7925,2465,2.00E-04,0.10008
7924,2466,2.00E-04,0.10008
7923,2467,0.9992,0.49968
7921,2468,0.9992,0.49968
7934,2469,2.00E-04,0.10008
6876,2470,0.02,0.108
7829,2471,0.9989,0.49956
6150,2472,2.00E-04,0.10008
7443,2473,0.256,0.2024
2702,2474,2.00E-04,0.10008
2786,2475,4.00E-04,0.10016
7273,2476,0.887,0.4548
4979,2477,4.00E-04,0.10016
514,2478,2.00E-04,0.10008
1499,2479,3.00E-04,0.10012
6543,2480,3.00E-04,0.10012
1187,2481,0.9566,0.48264
5308,2482,2.00E-04,0.10008
5972,2483,0.0061,0.10244
4411,2484,0.9994,0.49976
1807,2485,2.00E-04,0.10008
4572,2486,3.00E-04,0.10012
4144,2487,2.00E-04,0.10008
1650,2488,2.00E-04,0.10008
2954,2489,0.0021,0.10084
4587,2490,0.9992,0.49968
4893,2491,1.00E-04,0.10004
3592,2492,3.00E-04,0.10012
6414,2493,5.00E-04,0.1002
1753,2494,2.00E-04,0.10008
4772,2495,2.00E-04,0.10008
3500,2496,2.00E-04,0.10008
7912,2497,0.0086,0.10344
5751,2498,4.00E-04,0.10016
7244,2499,3.00E-04,0.10012
7961,2500,2.00E-04,0.10008
7965,2501,2.00E-04,0.10008
4330,2502,0.9992,0.49968
7979,2503,2.00E-04,0.10008
7964,2504,0.0019,0.10076
830,2505,0.003,0.1012
7954,2506,0.9996,0.49984
5061,2507,0.0037,0.10148
577,2508,2.00E-04,0.10008
4676,2509,0.9997,0.49988
4413,2510,2.00E-04,0.10008
7975,2511,2.00E-04,0.10008
7607,2512,0.0029,0.10116
7922,2513,6.00E-04,0.10024
4108,2514,2.00E-04,0.10008
4957,2515,3.00E-04,0.10012
7998,2516,2.00E-04,0.10008
6078,2517,0.9993,0.49972
7942,2518,2.00E-04,0.10008
7996,2519,2.00E-04,0.10008
4629,2520,2.00E-04,0.10008
7991,2521,0.9992,0.49968
1304,2522,3.00E-04,0.10012
7994,2523,0.9992,0.49968
7995,2524,0.0533,0.12132
7737,2525,5.00E-04,0.1002
3748,2526,2.00E-04,0.10008
7997,2527,2.00E-04,0.10008
8000,2528,2.00E-04,0.10008
7986,2529,0.9992,0.49968
8013,2530,2.00E-04,0.10008
8012,2531,2.00E-04,0.10008
8011,2532,2.00E-04,0.10008
7794,2533,2.00E-04,0.10008
8008,2534,0.9992,0.49968
1897,2535,2.00E-04,0.10008
7839,2536,0.9996,0.49984
5653,2537,2.00E-04,0.10008
3100,2538,3.00E-04,0.10012
3005,2539,3.00E-04,0.10012
8005,2540,2.00E-04,0.10008
8002,2541,0.9992,0.49968
3681,2542,4.00E-04,0.10016
416,2543,0.9647,0.48588
7217,2544,0.9992,0.49968
3700,2545,0.0532,0.12128
5967,2546,0.9992,0.49968
8015,2547,2.00E-04,0.10008
6292,2548,2.00E-04,0.10008
8037,2549,0.0019,0.10076
8023,2550,0.2264,0.19056
8035,2551,2.00E-04,0.10008
146,2552,2.00E-04,0.10008
8027,2553,2.00E-04,0.10008
8034,2554,0.0019,0.10076
8028,2555,2.00E-04,0.10008
8030,2556,2.00E-04,0.10008
8032,2557,0.29,0.216
8025,2558,2.00E-04,0.10008
8020,2559,2.00E-04,0.10008
7255,2560,6.00E-04,0.10024
8017,2561,2.00E-04,0.10008
8038,2562,2.00E-04,0.10008
8041,2563,2.00E-04,0.10008
8044,2564,2.00E-04,0.10008
8046,2565,2.00E-04,0.10008
8050,2566,2.00E-04,0.10008
8051,2567,0.8373,0.43492
7171,2568,3.00E-04,0.10012
4133,2569,0.0042,0.10168
89,2570,0.129,0.1516
79,2571,3.00E-04,0.10012
5053,2572,3.00E-04,0.10012
8031,2573,0.9992,0.49968
6061,2574,0.0037,0.10148
4661,2575,3.00E-04,0.10012
3869,2576,3.00E-04,0.10012
3602,2577,4.00E-04,0.10016
6676,2578,2.00E-04,0.10008
6683,2579,2.00E-04,0.10008
407,2580,0.0015,0.1006
1214,2581,3.00E-04,0.10012
6103,2582,0.0024,0.10096
3932,2583,3.00E-04,0.10012
440,2584,2.00E-04,0.10008
3298,2585,2.00E-04,0.10008
6371,2586,4.00E-04,0.10016
3203,2587,3.00E-04,0.10012
3637,2588,3.00E-04,0.10012
7895,2589,0.9992,0.49968
433,2590,0.0388,0.11552
1182,2591,2.00E-04,0.10008
8068,2592,2.00E-04,0.10008
8098,2593,0.9992,0.49968
8066,2594,2.00E-04,0.10008
8064,2595,2.00E-04,0.10008
8078,2596,0.9992,0.49968
8083,2597,2.00E-04,0.10008
8062,2598,2.00E-04,0.10008
292,2599,0.9996,0.49984
8086,2600,0.9992,0.49968
8058,2601,0.9992,0.49968
8056,2602,2.00E-04,0.10008
8063,2603,0.9992,0.49968
8082,2604,2.00E-04,0.10008
8095,2605,2.00E-04,0.10008
8070,2606,2.00E-04,0.10008
8072,2607,0.29,0.216
8073,2608,2.00E-04,0.10008
8055,2609,0.9992,0.49968
8074,2610,2.00E-04,0.10008
5253,2611,0.0561,0.12244
6278,2612,3.00E-04,0.10012
8094,2613,0.9992,0.49968
8076,2614,2.00E-04,0.10008
8090,2615,2.00E-04,0.10008
8077,2616,0.2264,0.19056
8089,2617,2.00E-04,0.10008
8081,2618,2.00E-04,0.10008
8079,2619,2.00E-04,0.10008
6149,2620,4.00E-04,0.10016
8054,2621,2.00E-04,0.10008
535,2622,2.00E-04,0.10008
3685,2623,5.00E-04,0.1002
1820,2624,0.0143,0.10572
1366,2625,5.00E-04,0.1002
7707,2626,4.00E-04,0.10016
4953,2627,4.00E-04,0.10016
2341,2628,0.9997,0.49988
7579,2629,3.00E-04,0.10012
4701,2630,2.00E-04,0.10008
2696,2631,0.0021,0.10084
5637,2632,0.9993,0.49972
5878,2633,5.00E-04,0.1002
7019,2634,2.00E-04,0.10008
747,2635,2.00E-04,0.10008
2678,2636,0.9994,0.49976
8087,2637,2.00E-04,0.10008
972,2638,2.00E-04,0.10008
8088,2639,0.9353,0.47412
8039,2640,3.00E-04,0.10012
8117,2641,0.9992,0.49968
8105,2642,2.00E-04,0.10008
1932,2643,3.00E-04,0.10012
8103,2644,2.00E-04,0.10008
2822,2645,6.00E-04,0.10024
8108,2646,2.00E-04,0.10008
8100,2647,0.0012,0.10048
8131,2648,0.0461,0.11844
8109,2649,2.00E-04,0.10008
8129,2650,2.00E-04,0.10008
324,2651,1.00E-04,0.10004
8110,2652,0.0019,0.10076
8128,2653,2.00E-04,0.10008
8111,2654,2.00E-04,0.10008
8127,2655,2.00E-04,0.10008
8099,2656,4.00E-04,0.10016
8112,2657,2.00E-04,0.10008
8126,2658,0.0805,0.1322
8122,2659,0.0012,0.10048
8118,2660,2.00E-04,0.10008
